265;Deka DAXplus Maximum Dividend UCITS ETF;DE000ETFL235;Deka ETF;EL4X;ETFDXMD.DE;ETFDXMD GY;14.04.2009;;0,30%;0,30%;Distributing;Full Replication;EUR;EUR;10.000 shares;1,00%;4Q7R;DE000A0V8JG0;ISX5.DE;ISTX5;DAXplus Maximum Dividend Index;30. Sep 19;3,44;393,61;15,28;www.deka-etf.de
266;Invesco MSCI Japan UCITS ETF Acc;IE00B60SX287;Invesco;SC0I;SMSJPN.DE;SMSJPN GY;20.04.2009;;0,40%;0,40%;Accumulating;Swap-based;USD;EUR;100.000 EUR;2,00%;;DE000A0V8FV7;SMSWLDINAV.DE;SMSWLDIN;MSCI Japan Index;30. Sep 19;0,6;13,93;13,72;etf.invesco.com
267;Invesco MSCI USA UCITS ETF Acc;IE00B60SX170;Invesco;SC0H;SMSUSA.DE;SMSUSA GY;20.04.2009;;0,30%;0,30%;Accumulating;Swap-based;USD;EUR;100.000 EUR;2,00%;;DE000A0V8FT1;SMSJPNINAV.DE;SMSJPNIN;MSCI USA Index;30. Sep 19;4,94;100,36;5,47;etf.invesco.com
268;Invesco MSCI Europe UCITS ETF Acc;IE00B60SWY32;Invesco;SC0E;SMSEUR.DE;SMSEUR GY;20.04.2009;;0,20%;0,20%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;2,00%;;DE000A0V8FP9;SDJSMLINAV.DE;SDJSMLIN;MSCI Europe Index;30. Sep 19;2,79;506,58;9,48;etf.invesco.com
269;Invesco MSCI World UCITS ETF Acc;IE00B60SX394;Invesco;SC0J;SMSWLD.DE;SMSWLD GY;20.04.2009;;0,19%;0,19%;Accumulating;Swap-based;USD;EUR;100.000 EUR;2,00%;;DE000A0V8FW5;SR2000INAV.DE;SR2000IN;MSCI World Index;30. Sep 19;5,21;969,75;9,39;etf.invesco.com
270;Invesco Russell 2000 UCITS ETF Acc;IE00B60SX402;Invesco;SC0K;SR2000.DE;SR2000 GY;20.04.2009;;0,45%;0,45%;Accumulating;Swap-based;USD;EUR;100.000 EUR;2,00%;7D62;DE000A1A4G80;IEDYEINAV.DE;INAVEDYE;Russell 2000 Index;30. Sep 19;1,29;150,92;10,15;etf.invesco.com
271;Invesco STOXX Europe 600 UCITS ETF Acc;IE00B60SWW18;Invesco;SC0C;SDJ600.DE;SDJ600 GY;20.04.2009;;0,19%;0,19%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;2,00%;;DE000A0V8FL8;SDJE50INAV.DE;SDJE50IN;STOXX Europe 600 Index;30. Sep 19;5,95;245,34;9,79;etf.invesco.com
272;Invesco EURO STOXX 50 UCITS ETF Acc;IE00B60SWX25;Invesco;SC0D;SDJE50.DE;SDJE50 GY;20.04.2009;;0,05%;0,05%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;;DE000A0V8FM6;SMSEURINAV.DE;SMSEURIN;EURO STOXX 50 Index;30. Sep 19;11,67;337,3;7,32;etf.invesco.com
273;Invesco STOXX Europe Small 200 UCITS ETF Acc;IE00B60SWZ49;Invesco;SC0F;SDJSML.DE;SDJSML GY;20.04.2009;;0,35%;0,35%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;2,00%;;DE000A0V8FR5;SDJMIDINAV.DE;SDJMIDIN;STOXX Europe Small 200 Index;30. Sep 19;0,21;3,06;17,89;etf.invesco.com
274;Invesco STOXX Europe Mid 200 UCITS ETF Acc;IE00B60SX063;Invesco;SC0G;SDJMID.DE;SDJMID GY;20.04.2009;;0,35%;0,35%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;2,00%;;DE000A0V8FS3;SMSUSAINAV.DE;SMSUSAIN;STOXX Europe Mid 200 Index;30. Sep 19;0,16;75,08;16,87;etf.invesco.com
275;Deka STOXX Europe 50 UCITS ETF;DE000ETFL250;Deka ETF;EL4Y;ETFSTX5.DE;ETFSTX5 GY;28.04.2009;;0,19%;0,19%;Distributing;Full Replication;EUR;EUR;10.000 shares;2,00%;AL8N;DE000A0Z2680;IUSAC.DE;IUSAC;STOXX Europe 50 Index;30. Sep 19;0,33;32,76;14,41;www.deka-etf.de
276;iShares Global Govt Bond UCITS ETF USD (Dist);IE00B3F81K65;iShares;EUN3;EUN3.DE;EUN3 GY;26.05.2009;;0,20%;0,20%;Distributing;Optimised;EUR;EUR;100.000 EUR;1,50%;4QCB;DE000A0V8D38;ECBEUR.DE;INAVECBE;Citigroup WGBI G7 Index;30. Sep 19;9,33;1.110,30;13,93;www.ishares.com
277;iShares Core Euro Corp Bond UCITS ETF (Dist);IE00B3F81R35;iShares;EUN5;EUN5.DE;EUN5 GY;26.05.2009;;0,20%;0,20%;Distributing;Optimised;EUR;EUR;100.000 EUR;1,50%;4QCA;DE000A0V8D20;ET01EUR.DE;INAVET0E;Barclays Capital Euro Corporate Bond Index;30. Sep 19;60,3;11.914,80;5,14;www.ishares.com
278;iShares Euro Govt Bond 0-1yr UCITS ETF (Dist);IE00B3FH7618;iShares;EUN6;EUN6.DE;EUN6 GY;26.05.2009;;0,20%;0,20%;Distributing;Optimised;EUR;EUR;100.000 EUR;1,50%;4QCC;DE000A0V8D46;EMSVIN.DE;EMSVIN;Barclays Capital Euro Short Treasury (0-12 Months) Bond Index;30. Sep 19;0,97;267,58;3,88;www.ishares.com
279;iShares Euro Aggregate Bond UCITS ETF (Dist);IE00B3DKXQ41;iShares;EUN4;EUN4.DE;EUN4 GY;26.05.2009;;0,25%;0,25%;Distributing;Optimised;EUR;EUR;100.000 EUR;1,50%;4QB9;DE000A0V8D12;;INAVAGGE;Barclays Capital Euro Aggregate Bond Index;30. Sep 19;23,73;2.752,37;7,26;www.ishares.com
280;ComStage Commerzbank Commodity ex-Agriculture EW UCITS ETF;LU0419741177;Lyxor;C090;CBCOMMO.DE;CBCOMM GY;27.05.2009;;0,30%;0,30%;Distributing;Swap-based;USD;EUR;100.000 EUR;2,00%;;DE000A1PHXW5;XUT3INAV.SG;XUT3IV;Commerzbank Commodity (CoCo) ex-Agriculture EW Index;30. Sep 19;15,45;422,82;24,28;www.lyxoretf.de
281;L&G Gold Mining UCITS ETF;DE000A0Q8NC8;L&G ETF;ETLX;ETLX.DE;ETLX GY;08.06.2009;;0,65%;0,65%;Accumulating;Swap-based;USD;EUR;100.000 EUR;3,00%;;QS0011135363;.INRTW;INRTW;DAXglobal Gold Miners Index;30. Sep 19;3,46;207,2;45,75;www.etfsecurities.com
282;Deka MSCI Japan UCITS ETF;DE000ETFL300;Deka ETF;EL44;ETFJPAC.DE;ETFJPAC GY;16.06.2009;;0,50%;0,50%;Distributing;Full Replication;JPY;EUR;10.000 shares;2,00%;5DBK;DE000A0Z3P30;IJPMC.DE;IJPMC;MSCI Japan Index;30. Sep 19;2,14;93,65;12,51;www.deka-etf.de
283;Deka MSCI USA UCITS ETF;DE000ETFL268;Deka ETF;EL4Z;ETFUSAC.DE;ETFUSAC GY;16.06.2009;;0,30%;0,30%;Distributing;Full Replication;USD;EUR;10.000 shares;2,00%;5DBI;DE000A0Z3P14;IUSMC.DE;IUSMC;MSCI USA Index;30. Sep 19;14,61;495,05;6,8;www.deka-etf.de
284;Deka MSCI USA MC UCITS ETF;DE000ETFL276;Deka ETF;EL41;ETFUSMC.DE;ETFUSMC GY;16.06.2009;;0,30%;0,30%;Distributing;Full Replication;USD;EUR;10.000 shares;2,00%;5DBJ;DE000A0Z3P22;IEUAC.DE;IEUAC;MSCI USA Mid Cap Index;30. Sep 19;0,47;17,15;18,29;www.deka-etf.de
285;Deka MSCI Europe MC UCITS ETF;DE000ETFL292;Deka ETF;EL43;ETFEUMC.DE;ETFEUMC GY;16.06.2009;;0,30%;0,30%;Distributing;Full Replication;EUR;EUR;10.000 shares;2,00%;5DBH;DE000A0Z3P06;IJPAC.DE;IJPAC;MSCI Europe Mid Cap Index;30. Sep 19;0,09;8,53;19,31;www.deka-etf.de
286;Deka MSCI Japan MC UCITS ETF;DE000ETFL318;Deka ETF;EL45;ETFJPMC.DE;ETFJPMC GY;16.06.2009;;0,50%;0,50%;Distributing;Full Replication;JPY;EUR;10.000 shares;2,00%;5DBL;DE000A0Z3P48;ICHINA.DE;ICHINA;MSCI Japan Mid Cap Index;30. Sep 19;0,14;2,51;20,74;www.deka-etf.de
287;Deka MSCI Europe UCITS ETF;DE000ETFL284;Deka ETF;EL42;ETFEUAC.DE;ETFEUAC GY;16.06.2009;;0,30%;0,30%;Distributing;Full Replication;EUR;EUR;10.000 shares;2,00%;5DBG;DE000A0Z3PZ4;IEUMC.DE;IEUMC;MSCI Europe Index;30. Sep 19;2,77;285,67;12,69;www.deka-etf.de
288;Xtrackers DB Bloomberg Commodity Optimum Yield Swap UCITS ETF - 2C - EUR Hedged;LU0429790743;Xtrackers;DBZN;XCBE.DE;XCBE GY;24.07.2009;;0,95%;0,95%;Accumulating;Swap-based;EUR;EUR;2.000 shares;3,00%;4QAG;DE000A0V8FX3;CBPSI20NAV=COBA;INPPP;Deutsche Bank Commodity Booster - Bloomberg Index;30. Sep 19;1,15;22,22;27,31;www.etf.dws.com
289;Invesco STOXX Europe 600 Optimised Utilities UCITS ETF Acc;IE00B5MTXK03;Invesco;SC0Z;X6PS.DE;X6PS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q7N;DE000A0V8JD7;X4PSINAV.DE;X4PSIN;STOXX Europe 600 Optimised Utilities Index;30. Sep 19;8,1;6,31;13,66;etf.invesco.com
290;Invesco STOXX Europe 600 Optimised Banks UCITS ETF Acc;IE00B5MTWD60;Invesco;SC0U;X7PS.DE;X7PS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q66;DE000A0V8HX9;XEPSINAV.DE;XEPSIN;STOXX Europe 600 Optimised Banks Index;30. Sep 19;3,06;36,13;9,18;etf.invesco.com
291;Invesco STOXX Europe 600 Optimised Personal & Household Goods UCITS ETF Acc;IE00B5MTZ595;Invesco;SC04;XQPS.DE;XQPS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q7H;DE000A0V8H83;XRPSINAV.DE;XRPSIN;STOXX Europe 600 Optimised Personal & Household Goods Index;30. Sep 19;0,25;4,33;20,02;etf.invesco.com
292;Invesco STOXX Europe 600 Optimised Chemicals UCITS ETF Acc;IE00B5MTY077;Invesco;SC00;X4PS.DE;X4PS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q68;DE000A0V8HZ4;XOPSINAV.DE;XOPSIN;STOXX Europe 600 Optimised Chemicals Index;30. Sep 19;5,66;40,06;18,49;etf.invesco.com
293;Invesco STOXX Europe 600 Optimised Construction & Materials UCITS ETF Acc;IE00B5MTY309;Invesco;SC01;XOPS.DE;XOPS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q69;DE000A0V8H00;XFPSINAV.DE;XFPSIN;STOXX Europe 600 Optimised Construction & Materials Index;30. Sep 19;4,38;27,32;19,9;etf.invesco.com
294;Invesco STOXX Europe 600 Optimised Health Care UCITS ETF Acc;IE00B5MJYY16;Invesco;SC0T;XDPS.DE;XDPS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q7C;DE000A0V8H34;X7PSINAV.DE;X7PSIN;STOXX Europe 600 Optimised Health Care Index;30. Sep 19;3,02;27,36;16,16;etf.invesco.com
295;Invesco STOXX Europe 600 Optimised Food & Beverage UCITS ETF Acc;IE00B5MTYL84;Invesco;SC03;X3PS.DE;X3PS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q7B;DE000A0V8H26;XMPSINAV.DE;XMPSIN;STOXX Europe 600 Optimised Food & Beverage Index;30. Sep 19;0,41;5,7;17,2;etf.invesco.com
296;Invesco STOXX Europe 600 Optimised Media UCITS ETF Acc;IE00B5MTZ488;Invesco;SC06;XMPS.DE;XMPS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q7F;DE000A0V8H67;XQPSINAV.DE;XQPSIN;STOXX Europe 600 Optimised Media Index;30. Sep 19;2,12;1,51;19,55;etf.invesco.com
297;Invesco STOXX Europe 600 Optimised Insurance UCITS ETF Acc;IE00B5MTXJ97;Invesco;SC0Y;XIPS.DE;XIPS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q7E;DE000A0V8H59;X6PSINAV.DE;X6PSIN;STOXX Europe 600 Optimised Insurance Index;30. Sep 19;0,41;265,4;19,89;etf.invesco.com
298;Invesco STOXX Europe 600 Optimised Technology UCITS ETF Acc;IE00B5MTWZ80;Invesco;SC0X;X8PS.DE;X8PS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q7K;DE000A0V8JA3;XIPSINAV.DE;XIPSIN;STOXX Europe 600 Optimised Technology Index;30. Sep 19;0,39;7;19,52;etf.invesco.com
299;Invesco STOXX Europe 600 Optimised Basic Resources UCITS ETF Acc;IE00B5MTWY73;Invesco;SC0W;XPPS.DE;XPPS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q67;DE000A0V8HY7;X8PSINAV.DE;X8PSIN;STOXX Europe 600 Optimised Basic Resources Index;30. Sep 19;0,43;21,29;18,41;etf.invesco.com
300;Invesco STOXX Europe 600 Optimised Financial Services UCITS ETF Acc;IE00B5MTYK77;Invesco;SC02;XFPS.DE;XFPS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q7A;DE000A0V8H18;X3PSINAV.DE;X3PSIN;STOXX Europe 600 Optimised Financial Services Index;30. Sep 19;0,24;4,94;20,11;etf.invesco.com
301;Invesco STOXX Europe 600 Optimised Travel & Leisure UCITS ETF Acc;IE00B5MJYC95;Invesco;SC0R;XTPS.DE;XTPS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q7M;DE000A0V8JC9;XNPSINAV.DE;XNPSIN;STOXX Europe 600 Optimised Travel & Leisure Index;30. Sep 19;1,71;6,25;20,29;etf.invesco.com
302;Invesco STOXX Europe 600 Optimised Telecommunications UCITS ETF Acc;IE00B5MJYB88;Invesco;SC0Q;XKPS.DE;XKPS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q7L;DE000A0V8JB1;XTPSINAV.DE;XTPSIN;STOXX Europe 600 Optimised Telecommunications Index;30. Sep 19; -   ;1,54;20,4;etf.invesco.com
303;Invesco STOXX Europe 600 Optimised Oil & Gas UCITS ETF Acc;IE00B5MTWH09;Invesco;SC0V;XEPS.DE;XEPS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q7G;DE000A0V8H75;XPPSINAV.DE;XPPSIN;STOXX Europe 600 Optimised Oil & Gas Index;30. Sep 19;0,93;19,83;17,64;etf.invesco.com
304;Invesco STOXX Europe 600 Optimised Retail UCITS ETF Acc;IE00B5MTZM66;Invesco;SC05;XRPS.DE;XRPS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q7J;DE000A0V8H91;XAPSINAV.DE;XAPSIN;STOXX Europe 600 Optimised Retail Index;30. Sep 19; -   ;2,24;17,31;etf.invesco.com
305;Invesco STOXX Europe 600 Optimised Industrial Goods & Services UCITS ETF Acc;IE00B5MJYX09;Invesco;SC0S;XNPS.DE;XNPS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q7D;DE000A0V8H42;XDPSINAV.DE;XDPSIN;STOXX Europe 600 Optimised Industrial Goods & Services Index;30. Sep 19;5,36;31,54;14,59;etf.invesco.com
306;Invesco STOXX Europe 600 Optimised Automobiles & Parts UCITS ETF Acc;IE00B5NLX835;Invesco;SC0P;XAPS.DE;XAPS GY;27.07.2009;;0,30%;0,30%;Accumulating;Swap-based;EUR;EUR;100.000 EUR;1,00%;4Q65;DE000A0V8HW1;.IGOEEUY;UETFUBUB;STOXX Europe 600 Optimised Automobiles & Parts Index;30. Sep 19;1,47;16,28;11,78;etf.invesco.com
307;L&G DAX Daily 2x Long UCITS ETF;DE000A0X8994;L&G ETF;DEL2;DEL2.DE;DEL2 GY;18.08.2009;;0,40%;0,40%;Accumulating;Swap-based;EUR;EUR;150.000 EUR;1,50%;;QS0011176649;INDS2.DE;INDS2;LevDAX Index;30. Sep 19;13,64;27,42;7,87;www.etfsecurities.com
308;L&G DAX Daily 2x Short UCITS ETF;DE000A0X9AA8;L&G ETF;DES2;DES2.DE;DES2 GY;18.08.2009;;0,60%;0,60%;Accumulating;Swap-based;EUR;EUR;150.000 EUR;1,50%;;QS0011176656;0J9SINAV.DE;SMLUIN;ShortDAX Leverage (2x) Index;30. Sep 19;18,52;77,82;7,25;www.etfsecurities.com
309;iShares STOXX Global Select Dividend 100 UCITS ETF (DE);DE000A0F5UH1;iShares;ISPA;SDGPEX.DE;SDGPEX GY;09.10.2009;;0,46%;0,46%;Distributing;Full Replication;EUR;EUR;100.000 EUR;1,50%;AL8Q;DE000A0Z27A0;SX7PNAV.DE;SX7PEX;STOXX Global Select Dividend 100 Index;30. Sep 19;27,04;1.287,83;17,12;www.ishares.com
310;iShares MSCI EM Small Cap UCITS ETF USD (Dist);IE00B3F81G20;iShares;EUNI;EUNI.DE;EUNI GY;20.10.2009;;0,74%;0,74%;Distributing;Optimised;USD;EUR;100.000 EUR;3,00%;4QCE;DE000A0V8D61;CG7GGBEUR.DE;INAVCG7E;MSCI Emerging Markets Small Cap Index;30. Sep 19;2,67;272,7;36,51;www.ishares.com
311;iShares MSCI EM UCITS ETF USD (Acc);IE00B4L5YC18;iShares;EUNM;EUNM.DE;EUNM GY;20.10.2009;;0,68%;0,68%;Accumulating;Optimised;USD;EUR;100.000 EUR;3,00%;5DBU;DE000A0Z3QC1;IJPAEUR.DE;INAVIJAE;MSCI Emerging Markets Index;30. Sep 19;9,01;562,9;8,85;www.ishares.com
312;iShares Core MSCI Japan IMI UCITS ETF USD (Acc);IE00B4L5YX21;iShares;EUNN;EUNN.DE;EUNN GY;20.10.2009;;0,20%;0,20%;Accumulating;Optimised;USD;EUR;100.000 EUR;2,00%;5DBW;DE000A0Z3QE7;IEXFEUR.DE;INAVIEXE;MSCI Japan Index;30. Sep 19;21,64;3.393,39;6,96;www.ishares.com
313;iShares Core MSCI World UCITS ETF USD (Acc);IE00B4L5Y983;iShares;EUNL;EUNL.DE;EUNL GY;20.10.2009;;0,20%;0,20%;Accumulating;Optimised;USD;EUR;100.000 EUR;1,20%;5DBT;DE000A0Z3QB3;IEMAEUR.DE;INAVIEME;MSCI World Index;30. Sep 19;163,6;17.158,94;4,02;www.ishares.com
314;iShares Euro Govt Bond 10-15yr UCITS ETF (Dist);IE00B4WXJH41;iShares;EUN8;EUN8.DE;EUN8 GY;20.10.2009;;0,20%;0,20%;Distributing;Optimised;EUR;EUR;100.000 EUR;1,00%;4Q80;DE000A0V8KR5;SEGAEUR.DE;INAVSEAE;Barclays Capital Euro Government Bond 10-15 Year Term Index;30. Sep 19;0,89;123,22;15,05;www.ishares.com
315;iShares Core MSCI Europe UCITS ETF EUR (Acc);IE00B4K48X80;iShares;EUNK;EUNK.DE;EUNK GY;20.10.2009;;0,33%;0,33%;Accumulating;Optimised;EUR;EUR;100.000 EUR;1,50%;5DBX;DE000A0Z3QF4;0TMGINAV.DE;INAVUUE;MSCI Europe Index;30. Sep 19;18,41;1.472,43;5,32;www.ishares.com
316;iShares MSCI Pacific ex-Japan UCITS ETF USD (Dist);IE00B4WXJD03;iShares;EUNJ;EUNJ.DE;EUNJ GY;20.10.2009;;0,60%;0,60%;Distributing;Full Replication;USD;EUR;100.000 EUR;2,00%;4Q83;DE000A0V8KU9;IBGYEUR.DE;INAVIBYE;MSCI Pacific ex Japan Index;30. Sep 19;2,19;217,47;20,3;www.ishares.com
317;iShares Core Euro Govt Bond UCITS ETF (Dist);IE00B4WXJJ64;iShares;EUNH;EUNH.DE;EUNH GY;20.10.2009;;0,20%;0,20%;Distributing;Optimised;EUR;EUR;100.000 EUR;1,00%;4Q8Y;DE000A0V8KP9;;INSPY4E;Barclays Capital Euro Treasury Bond Index;30. Sep 19;88,49;2.149,57;5,06;www.ishares.com
318;iShares Euro Govt Bond 5-7yr UCITS ETF (Dist);IE00B4WXJG34;iShares;EUN9;EUN9.DE;EUN9 GY;20.10.2009;;0,20%;0,20%;Distributing;Optimised;EUR;EUR;100.000 EUR;1,00%;4Q8Z;DE000A0V8KQ7;IBGZEUR.DE;INAVIBZE;Barclays Capital Euro Govt Bond 5-7yr Term Index;30. Sep 19;1,66;455,38;7,11;www.ishares.com
319;ComStage iBOXX EUR Liquid Sovereigns Diversified Overall UCITS ETF;LU0444605645;Lyxor;X500;CBIBOXSOTT.DE;CBOXESOV GY;26.10.2009;;0,12%;0,12%;Distributing;Swap-based;EUR;EUR;100.000 EUR;2,00%;;DE000A1PHYT9;CBOXSD3TNAV=COBA;CNAVES3M;iBoxx EUR Liquid Sovereigns Diversified Index;30. Sep 19;3,24;207,59;16,73;www.lyxoretf.de
320;ComStage iBOXX EUR Sovereigns Germany Capped 10+ UCITS ETF;LU0444607005;Lyxor;8523;8523.DE;CBOXGS10 GY;26.10.2009;;0,12%;0,12%;Distributing;Swap-based;EUR;EUR;100.000 EUR;2,00%;;DE000A1PHYV5;CBIESILTNAV=COBA;CNAVEINF;iBoxx EUR Sovereigns Germany Capped 10+ Index;30. Sep 19;0,13;3,06;21,11;www.lyxoretf.de
321;ComStage iBOXX EUR Sovereigns Germany Capped 5-10 UCITS ETF;LU0444606965;Lyxor;8522;CBIBOXSC5T.DE;CBOXGS5 GY;26.10.2009;;0,12%;0,12%;Distributing;Swap-based;EUR;EUR;100.000 EUR;2,00%;;DE000A1PHYX1;CBOXSC0TNAV=COBA;CNAVGS10;iBoxx EUR Sovereigns Germany Capped 5-10 Index;30. Sep 19;0,22;3,48;11,88;www.lyxoretf.de
322;ComStage iBOXX EUR Sovereigns Germany Capped 1-5 UCITS ETF;LU0444606882;Lyxor;8521;CBIBOXSC1T.DE;CBOXGS1 GY;26.10.2009;;0,12%;0,12%;Distributing;Swap-based;EUR;EUR;100.000 EUR;2,00%;;DE000A1PHYU7;CBOXSC5TNAV=COBA;CNAVGS5;iBoxx EUR Sovereigns Germany Capped 1-5 Index;30. Sep 19;0,02;3,5;7,24;www.lyxoretf.de
323;ComStage iBOXX EUR Liquid Sovereigns Diversified 25+ UCITS ETF;LU0444606619;Lyxor;X509;X509.DE;CBOXES25 GY;26.10.2009;;0,12%;0,12%;Distributing;Swap-based;EUR;EUR;100.000 EUR;2,00%;;DE000A1PHYN2;CBOXSC3TNAV=COBA;CNAVGS3M;iBoxx EUR Liquid Sovereigns Diversified 25+ Index;30. Sep 19;1,1;20,3;36,51;www.lyxoretf.de
324;ComStage iBOXX EUR Liquid Sovereigns Diversified 15+ UCITS ETF;LU0444606536;Lyxor;X508;X508.DE;CBOXES15 GY;26.10.2009;;0,12%;0,12%;Distributing;Swap-based;EUR;EUR;100.000 EUR;2,00%;;DE000A1PHYM4;CBOXS25TNAV=COBA;CNAVES25;iBoxx EUR Liquid Sovereigns Diversified 15+ Index;30. Sep 19;0,76;3;34,65;www.lyxoretf.de
325;ComStage iBOXX EUR Liquid Sovereigns Diversified 10-15 UCITS ETF;LU0444606452;Lyxor;X507;X507.DE;CBOXES10 GY;26.10.2009;;0,12%;0,12%;Distributing;Swap-based;EUR;EUR;100.000 EUR;2,00%;;DE000A1PHYL6;CBOXS15TNAV=COBA;CNAVES15;iBoxx EUR Liquid Sovereigns Diversified 10-15 Index;30. Sep 19;0,18;5,3;24,73;www.lyxoretf.de
326;ComStage iBOXX EUR Liquid Sovereigns Diversified 1-3 UCITS ETF;LU0444605991;Lyxor;X502;X502.DE;CBOXES1 GY;26.10.2009;;0,12%;0,12%;Distributing;Swap-based;EUR;EUR;100.000 EUR;2,00%;;DE000A1PHYK8;CB3LD7NAV=COBA;CNAVES3;iBoxx EUR Liquid Sovereigns Diversified 1-3 Index;30. Sep 19;1,53;19,92;16,3;www.lyxoretf.de
327;ComStage iBOXX EUR Liquid Sovereigns Diversified 7-10 UCITS ETF;LU0444606379;Lyxor;X505;X505.DE;CBOXES7 GY;26.10.2009;;0,12%;0,12%;Distributing;Swap-based;EUR;EUR;100.000 EUR;2,00%;;DE000A1PHYS1;CBOXS10TNAV=COBA;CNAVES10;iBoxx EUR Liquid Sovereigns Diversified 7-10 Index;30. Sep 19;0,12;9,9;21,18;www.lyxoretf.de
328;ComStage iBOXX EUR Liquid Sovereigns Diversified 5-7 UCITS ETF;LU0444606296;Lyxor;X504;X504.DE;CBOXES5 GY;26.10.2009;;0,12%;0,12%;Distributing;Swap-based;EUR;EUR;100.000 EUR;2,00%;;DE000A1PHYR3;CB3LD9NAV=COBA;CNAVES7;iBoxx EUR Liquid Sovereigns Diversified 5-7 Index;30. Sep 19;0,04;9,26;21,2;www.lyxoretf.de
329;ComStage iBOXX EUR Liquid Sovereigns Diversified 3-5 UCITS ETF;LU0444606023;Lyxor;X503;X503.DE;CBOXES3 GY;26.10.2009;;0,12%;0,12%;Distributing;Swap-based;EUR;EUR;100.000 EUR;2,00%;;DE000A1PHYP7;CB3LD8NAV=COBA;CNAVES5;iBoxx EUR Liquid Sovereigns Diversified 3-5 Index;30. Sep 19;0,02;6,05;19,14;www.lyxoretf.de
330;UBS ETF (LU) MSCI Europe UCITS ETF (EUR) A-dis;LU0446734104;UBS ETF;UIMA;EUREUA.DE;EUREUA GY;20.11.2009;;0,20%;0,20%;Distributing;Full Replication;EUR;EUR;100.000 EUR;2,00%;;CH0144785034;.IEMVEUA;UETFUIME;MSCI Europe Index;30. Sep 19;13,74;323,97;11,39;www.ubs.com/etf
331;UBS ETF (LU) MSCI EMU Value UCITS ETF (EUR) A-dis;LU0446734369;UBS ETF;UIME;EMVEUA.DE;EMVEUA GY;20.11.2009;;0,25%;0,25%;Distributing;Full Replication;USD;EUR;100.000 EUR;2,00%;;CH0144784987;.IPACEUA;UETFUIMD;MSCI EMU Value Index;30. Sep 19;0,43;87,42;28,23;www.ubs.com/etf
332;UBS ETF (LU) MSCI Pacific (ex Japan) UCITS ETF (USD) A-dis;LU0446734526;UBS ETF;UIMD;PACEUA.DE;PACEUA GY;20.11.2009;;0,30%;0,30%;Distributing;Full Replication;USD;EUR;100.000 EUR;2,00%;;CH0144787402;.ICANEUA;UETFUIM9;MSCI Pacific ex Japan Index;30. Sep 19;0,54;139,89;22,56;www.ubs.com/etf
333;UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-dis;LU0446734872;UBS ETF;UIM9;CANEUA.DE;CANEUA GY;20.11.2009;;0,33%;0,33%;Distributing;Full Replication;CAD;EUR;2.000 shares;2,00%;;CH0144783914;XBTRINAV=SOLA;XBTREUIV;MSCI Canada Index;30. Sep 19;4,85;992,19;14,42;www.ubs.com/etf
334;iShares MSCI EMU Small Cap UCITS ETF;IE00B3VWMM18;iShares;SXRJ;SXRJ.DE;SXRJ GY;25.11.2009;;0,58%;0,58%;Accumulating;Optimised;EUR;EUR;600 shares;1,50%;AL86;DE000A0Z26R6;IXM012.DE;IXM012;MSCI EMU Small Cap Index;30. Sep 19;5,07;731,93;13,53;www.ishares.com
